"total_cup_points","species","owner","country_of_origin","farm_name","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","moisture","category_one_defects","quakers","color","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"82.67","Arabica","george a. fernandez","Colombia","la canada","NA","NA","7.33","7.58","7.42","7.42","7.67","7.67",10,10,10,"7.58","0.11",0,0,"Green",1800,5900,3850
"82.67","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","NA","NA","7.83","7.67","7.5","7.67","7.5","7.58",10,10,"9.33","7.58","0.03",2,0,"NA","NA","NA","NA"
"82.67","Arabica","young kim","Mexico","kassandra","Blue Mountain","NA","7.75","7.58","7.25","7.75","7.67","7.58",10,10,10,"7.08",0,0,0,"NA",1400,1400,1400
"82.67","Arabica","exportadora de cafe condor s.a","Colombia","NA","NA","NA","8.08","7.67","7.67","7.33","7.33","7.17",10,10,10,"7.42","0.08",0,0,"NA",1800,1800,1800
"82.67","Arabica","racafe & cia s.c.a","Colombia","NA","NA","NA","7.5","7.42","7.33","7.33","7.67","7.83",10,10,10,"7.58","0.21",0,0,"NA","NA","NA","NA"
"82.58","Arabica","juan luis alvarado romero","Guatemala","la esmeralda","Bourbon","Washed / Wet","7.5","7.42","7.42","7.75","7.5","7.5",10,10,10,"7.5","0.1",0,1,"Green","1219.2","1219.2","1219.2"
"82.58","Arabica","lin, che-hao krude 林哲豪","Taiwan","林園咖啡 lin yuan coffee","Typica","Pulped natural / honey","7.67","7.42","7.5","7.42","7.58","7.5",10,10,10,"7.5","0.11",0,5,"Green",1050,1050,1050
"82.58","Arabica","gabriel barbara","Brazil","NA","NA","Pulped natural / honey","7.5","7.58","7.42","7.5","7.75","7.33",10,10,10,"7.5","0.11",0,0,"Green","NA","NA","NA"
"82.58","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","台中市新社區崑山里","NA","NA","7.25","7.25",7,"7.08",7,7,10,10,10,10,"0.11",0,0,"Blue-Green",200,200,200
"82.58","Arabica","bourbon specialty coffees","Brazil","NA","NA","NA","7.42","7.42","7.5","7.33","7.25","7.67",10,10,10,8,0,1,9,"Green","NA","NA","NA"
"82.58","Arabica","andry simarmata","Indonesia","small holders farmer","Typica","Semi-washed / Semi-pulped","7.83","7.58","7.42","7.33","7.42","7.5",10,10,10,"7.5","0.13",0,0,"Blue-Green",1200,1300,1250
"82.58","Arabica","doi tung development project","Thailand","NA","NA","Washed / Wet","7.75","7.33","7.42","7.67","7.42","7.5",10,10,10,"7.5","0.12",0,0,"Green",800,800,800
"82.58","Arabica","松澤宏樹 koju matsuzawa","Thailand","NA","Caturra","Washed / Wet","7.42","7.58","7.58","7.42","7.58","7.5",10,10,10,"7.5","0.12",0,0,"Blue-Green",1400,1500,1450
"82.58","Arabica","tembo coffee company ltd","Tanzania, United Republic Of","lubanda amcos","Other","Washed / Wet","7.75","7.42","7.33","7.5","7.58","7.5",10,10,10,"7.5","0.12",0,0,"NA",1317,1317,1317
"82.58","Arabica","kawacom uganda ltd","Uganda","mt.elgon sipi falls cheema","SL14","Natural / Dry","7.83","7.5","7.42","7.58","7.42","7.42",10,10,10,"7.42","0.12",0,0,"Green",1400,1900,1650
"82.58","Arabica","eric thormaehlen","Costa Rica","various","Catuai","Washed / Wet","7.67","7.42","7.5","7.67",7,"7.75",10,10,10,"7.58","0.11",0,0,"Green",1200,1400,1300
"82.58","Arabica","dane loraas","Mexico","NA","NA","Washed / Wet","7.58","7.58","7.42","7.75","7.67","7.67","9.33",10,10,"7.58",0,0,0,"Green","NA","NA","NA"
"82.58","Arabica","brent hall","Guatemala","NA","NA","Natural / Dry","7.5","7.58","7.42","7.58","7.42","7.58",10,10,10,"7.5",0,0,0,"Blue-Green","NA","NA","NA"
"82.58","Arabica","exportadora de cafe condor s.a","Colombia","various","Caturra","Washed / Wet","7.75","7.25","7.33","7.42","7.5","7.83",10,10,10,"7.5","0.11",0,0,"Blue-Green",1750,1750,1750
"82.58","Arabica","exportadora de cafe condor s.a","Colombia","various","Caturra","Washed / Wet","7.75","7.5","7.75","7.25","7.33","7.58",10,10,10,"7.42","0.11",0,0,"NA",1750,1750,1750
"82.58","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.58","7.5","7.42","7.58","7.67","7.42",10,10,10,"7.42","0.11",0,0,"Green",1750,1750,1750
"82.58","Arabica","guillermo rojas saldana","Mexico","jamaica","Typica","Washed / Wet","7.5","7.58","7.5","7.5","7.42","7.5",10,10,10,"7.58","0.1",0,0,"Green",1250,1250,1250
"82.58","Arabica","organizaciones de productores de cafe colimense","Mexico","la timbuchera; el ocotito y la hortaliza","Typica","Washed / Wet","7.67","7.58","7.58","7.75","7.67","6.83",10,10,10,"7.5","0.12",0,0,"Green",1150,1150,1150
"82.58","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.33","7.42","7.58","7.42","7.67","7.5",10,10,10,"7.67","0.11",2,0,"Green",1600,1950,1775
"82.58","Arabica","nucoffee","Brazil","fazenda chamusca","Mundo Novo","NA","7.58","7.5","7.33","7.75","7.5","7.5",10,10,10,"7.42",0,0,0,"NA",900,1050,975
"82.5","Arabica","ipanema coffees","Brazil","fazenda capoeirnha","Bourbon","Natural / Dry","7.5","7.5","7.5","7.5","7.58","7.5",10,10,10,"7.42","0.11",0,0,"Green",890,890,890
"82.5","Arabica","sanjava coffee","Indonesia","various","Other","Washed / Wet","7.83","7.75","7.25","7.5","7.42","7.33",10,10,10,"7.42","0.11",0,0,"Green",1250,1250,1250
"82.5","Arabica","elsy reyes","Honduras","las cuchillas","Caturra","Washed / Wet","7.58","7.58","7.33","7.5","7.5","7.5",10,10,10,"7.5","0.1",0,0,"Green",1400,1400,1400
"82.5","Arabica","juan luis alvarado romero","Guatemala","la esperanza","Bourbon","Washed / Wet","7.5","7.5","7.33","7.5","7.67","7.5",10,10,10,"7.5","0.1",0,2,"Green","1219.2","1219.2","1219.2"
"82.5","Arabica","doi tung development project","Thailand","NA","NA","Washed / Wet","7.5","7.83","7.5","7.75","7.33","7.42","9.33",10,10,"7.83","0.12",0,0,"Green",800,800,800
"82.5","Arabica","松澤宏樹 koju matsuzawa","Thailand","NA","Caturra","Washed / Wet","7.33","7.5","7.5","7.5","7.67","7.5",10,10,10,"7.5","0.11",0,0,"NA",1400,1500,1450
"82.5","Arabica","shah plantations","Tanzania, United Republic Of","shah plantation","Other","Washed / Wet","7.67","7.42","7.33","7.58","7.5","7.5",10,10,10,"7.5","0.12",0,0,"Green",1600,1600,1600
"82.5","Arabica","amkeni gourmet coffee group","Tanzania, United Republic Of","amkeni","Other","Washed / Wet","7.75",7,"7.42","7.58","7.58","7.58",10,10,10,"7.58","0.12",0,0,"Bluish-Green","NA","NA","NA"
"82.5","Arabica","lusso lab","Mexico","finca san el retiro","Other","Washed / Wet","7.42","7.58","7.5","7.67","7.25","7.5",10,10,10,"7.58",0,0,0,"Green",1500,1700,1600
"82.5","Arabica","ipanema coffees","Brazil","fazenda rio verde","Yellow Bourbon","Semi-washed / Semi-pulped","7.42","7.5","7.67","7.33","7.42","7.67",10,10,10,"7.5","0.11",0,0,"Bluish-Green",1260,1260,1260
"82.5","Arabica","juan luis alvarado romero","Guatemala","la union monte verde","Bourbon","Washed / Wet","7.83","7.42","7.33","7.67","7.42","7.5",10,10,10,"7.33","0.12",0,0,"Green","1310.64","1310.64","1310.64"
"82.5","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.5","7.5","7.42","7.42","7.58","7.58",10,10,10,"7.5","0.11",0,0,"Green",1750,1750,1750
"82.5","Arabica","juan luis alvarado romero","Guatemala","la esperanza y anexos","Bourbon","Washed / Wet","7.83","7.67","7.17","7.33","7.5","7.67",10,10,10,"7.33","0.11",0,0,"Green","1310.64","1310.64","1310.64"
"82.5","Arabica","saul m. hernandez ramirez","Mexico","la pagua","Typica","Washed / Wet","7.5","7.58","7.5","7.5","7.42","7.42",10,10,10,"7.58","0.13",0,0,"None",1679,1679,1679
"82.5","Arabica","enrique mitre lopez","Mexico","caltuchoco","Typica","Washed / Wet","7.67","7.5","7.33","7.67","7.5","7.33",10,10,10,"7.5","0.12",0,0,"Green",1100,1100,1100
"82.5","Arabica","enrique eduardo lopez aguilar","Mexico","santa cruz - pante don manuel","Typica","Semi-washed / Semi-pulped","7.92","7.5","7.33","7.58","7.25","7.42",10,10,10,"7.5","0.11",0,0,"NA",1650,1650,1650
"82.5","Arabica","juan luis alvarado romero","Guatemala","various","Caturra","Natural / Dry","7.67","7.33","7.33","7.33","7.5","7.83",10,10,10,"7.5","0.11",0,0,"Green","NA","NA","NA"
"82.5","Arabica","jacques pereira carneiro","Brazil","fazenda do sertao","Bourbon","Semi-washed / Semi-pulped","7.67","7.42","7.33","7.67","7.5","7.5",10,10,10,"7.42",0,0,0,"Blue-Green",1250,1250,1250
"82.5","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.67","7.5","7.33","7.5","7.25","7.67",10,10,10,"7.58","0.11",1,0,"Green",1600,1950,1775
"82.5","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Washed / Wet","7.33","7.42","7.33","7.75","7.42","7.67",10,10,10,"7.58","0.12",2,0,"Green","NA","NA","NA"
"82.5","Arabica","adam kline","Guatemala","NA","NA","NA","7.75","7.58","7.67","7.67","7.58","7.58","9.33",10,10,"7.33","0.01",1,0,"NA",1600,1600,1600
"82.42","Arabica","brian beck","Honduras","carrillo cooperativa","Other","Washed / Wet","7.42","7.67","7.17","7.58","7.58","7.5",10,10,10,"7.5","0.12",0,1,"Green",1500,1500,1500
"82.42","Arabica","juan luis alvarado romero","Guatemala","piamonte","Bourbon","Washed / Wet","7.58","7.5","7.33","7.75","7.33","7.5",10,10,10,"7.42","0.1",0,1,"Green",1700,1700,1700
"82.42","Arabica","juan luis alvarado romero","Guatemala","las merceditas","Bourbon","Washed / Wet","7.67","7.58","7.25","7.67","7.42","7.33",10,10,10,"7.5","0.12",0,0,"Green",1700,1700,1700
"82.42","Arabica","juan luis alvarado romero","Guatemala","la esmeralda","Bourbon","Washed / Wet","7.58","7.5","7.25","7.67","7.5","7.5",10,10,10,"7.42","0.12",0,0,"Green","157.8864","157.8864","157.8864"
"82.42","Arabica","juan luis alvarado romero","Guatemala","providencia","Caturra","Washed / Wet","7.5","7.42","7.08","7.75","7.67","7.5",10,10,10,"7.5","0.11",0,2,"Green","NA","NA","NA"
"82.42","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","5.08","7.75","7.83","7.75","7.83","8.08",10,10,10,"8.08","0.11",0,0,"Green",1600,1600,1600
"82.42","Arabica","yunnan coffee exchange","China","menglian gao sanlin coffee factory","Catimor","Washed / Wet","7.67","7.42","7.42","7.5","7.42","7.42",10,10,10,"7.58","0.1",0,0,"Green",1600,1600,1600
"82.42","Arabica","bourbon specialty coffees","Brazil","NA","NA","NA","7.42","7.5","7.33","7.5","7.25","7.42",10,10,10,8,"0.11",0,1,"Green","NA","NA","NA"
"82.42","Arabica","gladness obed pallangyo","Tanzania, United Republic Of","nguruma","Ruiru 11","Washed / Wet","7.67","7.25","7.42","7.42","7.67","7.42",10,10,10,"7.58","0.13",0,0,"Green",2285,2285,2285
"82.42","Arabica","ipanema coffees","Brazil","rio verde","Yellow Bourbon","Natural / Dry","7.17","7.83","7.33","7.5","7.75","7.42",10,10,10,"7.42",0,0,0,"Green",1,1,1
"82.42","Arabica","the coffee source inc.","Guatemala","several","Caturra","Washed / Wet","7.5","7.5","7.5","7.67","7.42","7.5",10,10,10,"7.33","0.1",0,0,"Green",1400,1400,1400
"82.42","Arabica","productos y servicios chilindron s.a. de c.v.","Mexico","los llanitos","Typica","Washed / Wet","7.42","7.5","7.42","7.58","7.42","7.5",10,10,10,"7.58","0.11",0,0,"Green",1296,1296,1296
"82.42","Arabica","nucoffee","Brazil","fazenda serra negra","Catuai","Semi-washed / Semi-pulped","7.58","7.67","7.33","7.5","7.5","7.42",10,10,10,"7.42","0.12",0,0,"Blue-Green",1000,1000,1000
"82.42","Arabica","dane loraas","Peru","NA","NA","Washed / Wet","7.58","7.58","7.58","7.75","7.5","7.58","9.33",10,10,"7.5",0,0,0,"Green","NA","NA","NA"
"82.42","Arabica","ipanema coffees","Brazil","fazenda rio verde","Yellow Bourbon","Natural / Dry","7.25","7.33","7.25","7.5","7.42","7.5",10,10,10,"8.17",0,0,0,"Green",1260,1260,1260
"82.42","Arabica","manuel herrera juarez","Mexico","finca los barreales","Bourbon","Washed / Wet","7.5","7.58","7.5","7.92","7.42","7.67","9.33",10,10,"7.5","0.12",0,0,"Green",1170,1170,1170
"82.42","Arabica","brent hall","Honduras","NA","NA","Washed / Wet","7.25","7.67","7.42","7.17","7.75","7.5",10,10,10,"7.67","0.09",0,0,"None","NA","NA","NA"
"82.42","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.67","7.42","7.33","7.5","7.58","7.5",10,10,10,"7.42","0.11",0,0,"Green",1600,1950,1775
"82.42","Arabica","nestor mendez gomez","Mexico","cipresal","Typica","Washed / Wet","7.5","7.42","7.42","7.67","7.42","7.58",10,10,10,"7.42","0.12",0,0,"Green",1560,1560,1560
"82.42","Arabica","jesus salazar velasco","Mexico","pante san pedro","Typica","Semi-washed / Semi-pulped","7.42","7.58","7.5","7.42","7.58","7.5",10,10,10,"7.42","0.13",0,0,"Green",1400,1400,1400
"82.42","Arabica","el equimite, cafetal biodinámico","Mexico","cafetal el equimite, rancho agroecológico","Typica","Washed / Wet","7.42","7.58","7.33","7.58","7.5","7.5",10,10,10,"7.5","0.14",0,0,"Green",1300,1300,1300
"82.42","Arabica","manuel herrera juarez","Mexico","los barreales 1112lbcat_s110312","Caturra","Washed / Wet","7.75","7.33","7.25","7.58","7.58","7.33",10,10,10,"7.58","0.13",0,0,"Green",1170,1170,1170
"82.42","Arabica","dario cesar galeana sanchez","Mexico","corral del diablo lote 1","Typica","Washed / Wet","7.5","7.58","7.33","7.5","7.5","7.5",10,10,10,"7.5","0.11",0,0,"Green",1300,1300,1300
"82.42","Arabica","jose daniel cobilt castro","Mexico","cañada fria","Pacamara","Washed / Wet","7.58","7.58","7.17","7.5","7.5","7.5",10,10,10,"7.58","0.14",0,0,"Green",1350,1350,1350
"82.42","Arabica","alvaro quiros perez","Mexico","finca nextlalpa","Caturra","Washed / Wet","7.58","7.33","7.33","7.58","7.5","7.5",10,10,10,"7.58","0.11",0,0,"Green",1150,1150,1150
"82.42","Arabica","olivia hernandez virves","Mexico","santa rosa","Bourbon","Washed / Wet","7.67","7.58","7.33","7.42","7.58","7.33",10,10,10,"7.5","0.13",0,0,"NA",1250,1250,1250
"82.42","Arabica","finca las nieves","Mexico","fln mirador","Typica","Washed / Wet","7.83","7.5","7.42","7.67","7.17","7.33",10,10,10,"7.5","0.12",0,0,"Bluish-Green",1450,1450,1450
"82.42","Arabica","carcafe ltda ci","Colombia","NA","Caturra","Natural / Dry","7.67","7.33","7.25","7.42","7.5","7.67",10,10,10,"7.58",0,0,0,"NA",442,442,442
"82.42","Arabica","nucoffee","Brazil","santa mariana","Arusha","Natural / Dry","7.75","7.5","7.42","7.42","7.5","7.42",10,10,10,"7.42","0.11",0,0,"Blue-Green","NA","NA","NA"
"82.42","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.33","7.58","7.17","7.58","7.42","7.58",10,10,10,"7.75",0,0,0,"Green",1750,1750,1750
"82.42","Arabica","exportadora de cafe condor s.a","Colombia","NA","NA","NA","7.58","7.25","7.42","7.25","7.58","7.83",10,10,10,"7.5","0.02",0,0,"NA",1750,1750,1750
"82.33","Arabica","bismarck castro","Honduras","los hicaques","Caturra","Washed / Wet","7.5","7.58","7.33","7.5","7.42","7.42",10,10,10,"7.58","0.1",0,1,"Green",1396,1396,1396
"82.33","Arabica","pedro santos e silva","Brazil","fazenda são pedro","Catuai","Natural / Dry","7.33","7.5","7.5","7.33","7.5","7.5",10,10,10,"7.67","0.11",0,3,"Green",982,982,982
"82.33","Arabica","gabriel barbara","Brazil","NA","NA","Natural / Dry","7.42","7.42","7.42","7.5","7.5","7.58",10,10,10,"7.5","0.11",0,4,"Green","NA","NA","NA"
"82.33","Arabica","ipanema coffees","Brazil","capoeirinha","Bourbon","Natural / Dry","7.5","7.5","7.42","7.5","7.42","7.5",10,10,10,"7.5","0.11",0,2,"Bluish-Green",934,934,934
"82.33","Arabica","ceca, s.a.","Costa Rica","gamboa","Caturra","Washed / Wet","7.75","7.5","7.25","7.25","7.42","7.67",10,10,10,"7.5","0.1",6,1,"Bluish-Green",1850,1850,1850
"82.33","Arabica","rodrigo soto","Costa Rica","rio jorco","Catuai","Washed / Wet","7.75","7.33","7.5","7.5","7.33","7.58",10,10,10,"7.33",0,0,2,"Green",1550,1550,1550
"82.33","Arabica","yunnan coffee exchange","China","yun lan coffee co. ltd","Catimor","Pulped natural / honey","7.5","7.58","7.42","7.5","7.42","7.42",10,10,10,"7.5","0.12",0,6,"Green",1580,1580,1580
"82.33","Arabica","ipanema coffees","Brazil","rio verde","Bourbon","Natural / Dry","8.25","7.83","7.25","8.33","8.17","8.08",10,"6.67",10,"7.75","0.07",0,0,"Green",1268,1268,1268
"82.33","Arabica","bourbon specialty coffees","Brazil","NA","Mundo Novo","Natural / Dry","7.42","7.5","7.5","7.42","7.5","7.58",10,10,10,"7.42","0.11",0,0,"Green","NA","NA","NA"
"82.33","Arabica","juan luis alvarado romero","Guatemala","finca loma linda y anexo","Bourbon","Washed / Wet","7.5","7.42","7.17","7.83","7.5","7.5",10,10,10,"7.42","0.1",0,0,"Green","1676.4","1676.4","1676.4"
"82.33","Arabica","afca","Malawi","utchisi mountain","Gesha","Washed / Wet","7.33","7.58","7.42","7.58","7.33","7.5",10,10,10,"7.58","0.12",0,0,"Green",1450,1450,1450
"82.33","Arabica","ipanema coffees","Brazil","rio verde","Bourbon","Natural / Dry","7.75","8.08","7.67","8.08","8.08",8,10,10,"6.67",8,"0.11",0,0,"Blue-Green",1100,1100,1100
"82.33","Arabica","juan luis alvarado romero","Guatemala","el morito","Pacas","Washed / Wet","7.58","7.67","7.5","7.58","7.75","7.5","9.33",10,10,"7.42","0.12",0,0,"Green",1524,1524,1524
"82.33","Arabica","dane loraas","Mexico","NA","NA","Washed / Wet","7.33","7.58","7.42","7.5","7.5","7.5",10,10,10,"7.5","0.11",0,0,"Green","NA","NA","NA"
"82.33","Arabica","the coffee source inc.","Colombia","several","Caturra","Washed / Wet","7.42","7.33","7.5","7.17","7.08","8.33",10,10,10,"7.5","0.1",0,0,"Green",1300,1300,1300
"82.33","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","guo cun nong yuan 國村農園","Typica","Semi-washed / Semi-pulped","7.5","7.5","7.5","7.5","7.5","7.5",10,10,10,"7.33","0.11",0,0,"Green",200,200,200
"82.33","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","yu jin gui 玉金櫃咖啡","Typica","Washed / Wet","7.5","7.5","7.5","7.5","7.5","7.5",10,10,10,"7.33","0.11",0,0,"Green",600,600,600
"82.33","Arabica","juan luis alvarado romero","Guatemala","el morito","Bourbon","Washed / Wet","7.5","7.42","7.58","7.5","7.5","7.58",10,10,10,"7.25","0.12",2,0,"Green","1310.64","1310.64","1310.64"
"82.33","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.5","7.42","7.5","7.5","7.5","7.58",10,10,10,"7.33",0,0,0,"Green",1750,1750,1750
"82.33","Arabica","alfredo bojalil","Mexico","santa teresa","Typica","Washed / Wet","7.67","7.5","7.42","7.5","7.42","7.42",10,10,10,"7.42","0.12",0,0,"Green",1300,1300,1300
"82.33","Arabica","michael gavina","Costa Rica","NA","NA","Washed / Wet","7.92","7.58","7.25","7.75","7.92","7.58","9.33","9.33",10,"7.67",0,0,0,"Green","NA","NA","NA"
"82.33","Arabica","juan luis alvarado romero","Guatemala","finca el morito","Bourbon","Washed / Wet","7.67","7.5","7.33","7.67","7.5","7.33",10,10,10,"7.33","0.11",0,0,"Green","1676.4","1828.8","1752.6"
"82.33","Arabica","saul m. hernandez ramirez","Mexico","tepemalacax","Typica","Natural / Dry","7.58","7.67","7.58","7.33",7,"7.58",10,10,10,"7.58","0.15",1,0,"None",441,441,441
"82.33","Arabica","manuel herrera juarez","Mexico","finca los barreales 1112lbga7250412","Bourbon","Washed / Wet","7.67","7.58","7.5","7.58","7.5","7.5",10,10,10,7,"0.13",0,0,"Green",1170,1170,1170
"82.33","Arabica","juan luis alvarado romero","Guatemala","agropecuaria quiagral","Bourbon","Washed / Wet","7.5","7.67","7.33","7.5","7.33","7.5",10,10,10,"7.5","0.1",2,0,"Green","1310.64","1310.64","1310.64"
"82.33","Arabica","nucoffee","Brazil","sitío santa luzia","Mundo Novo","Natural / Dry","7.58","7.5","7.42","7.5","7.5","7.42",10,10,10,"7.42","0.12",0,0,"Green",1100,1100,1100
"82.33","Arabica","maria luisa del carmen rojas narvaez","Mexico","cafetal santa maria","Typica","Washed / Wet",8,"7.75","7.33","7.33","7.08","7.67","9.33",10,10,"7.83","0.11",0,0,"Green",1200,1400,1300
"82.33","Arabica","nucoffee","Brazil","café citrus","Mundo Novo","Washed / Wet","7.58","7.58","7.25","7.58","7.42","7.5",10,10,10,"7.42","0.11",0,0,"Green",950,950,950
"82.33","Arabica","carcafe ltda ci","Colombia","NA","Caturra","Natural / Dry","7.83","7.58","7.33","7.25","7.58","7.42",10,10,10,"7.33",0,0,0,"Green",442,442,442
"82.25","Arabica","klem organics","Brazil","fazendas klem ltda","Catuai","Washed / Wet","7.58","7.5","7.25","7.42","7.67","7.33",10,10,10,"7.5","0.09",2,6,"Green",1100,1100,1100
"82.25","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","眉泉莊園","NA","NA",7,"7.08",7,"7.17",7,7,10,10,10,10,"0.1",0,0,"Blue-Green","NA","NA","NA"
"82.25","Arabica","juan luis alvarado romero","Guatemala","linda vista","Pacas","Washed / Wet","7.67","7.5","7.25","7.67","7.42","7.42",10,10,10,"7.33","0.11",0,2,"Green",1450,1450,1450
"82.25","Arabica","ipanema coffees","Brazil","rio verde","Yellow Bourbon","Natural / Dry","7.42","7.67","7.5","7.08","7.5","7.42",10,10,10,"7.67",0,0,0,"Green",1,1,1
"82.25","Arabica","consejo salvadoreño del café","El Salvador","zapato de mico","Bourbon","Washed / Wet","7.58","7.67","7.5","7.67","7.83","8.42","9.33","9.33","9.33","7.58","0.12",0,0,"Green",1500,1500,1500
"82.25","Arabica","cadexsa","Honduras","bethel","Catuai","Washed / Wet","7.58","7.5","7.42","7.58","7.42","7.42",10,10,10,"7.33","0.11",0,0,"Green",1350,1350,1350
"82.25","Arabica","afca","Malawi","kachere","Gesha","Washed / Wet","7.58","7.42","7.33","7.42","7.58","7.5",10,10,10,"7.42","0.13",0,0,"Blue-Green",1180,1180,1180
"82.25","Arabica","ipanema coffees","Brazil","rio verde","Bourbon","Natural / Dry","7.75","7.58","7.42","7.42","7.33","7.33",10,10,10,"7.42","0.11",0,0,"Green",1100,1100,1100
"82.25","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","guo xing ka fei wang 國姓咖啡王咖啡莊園","Typica","Washed / Wet","7.5","7.5","7.5","7.5","7.5","7.5",10,10,10,"7.25","0.11",0,0,"Green",650,650,650
"82.25","Arabica","jesus carlos cardenas valdivia","Mexico","finca huehuetecpan","Mundo Novo","Washed / Wet","7.58","7.58","7.42","7.42","7.42","7.42",10,10,10,"7.42","0.12",0,0,"Blue-Green",1338,1338,1338
"82.25","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.33","7.42","7.5","7.67","7.5","7.42",10,10,10,"7.42",0,0,0,"Bluish-Green","NA","NA","NA"
"82.25","Arabica","saul m. hernandez ramirez","Mexico","omicuatla","Bourbon","Washed / Wet","7.58","7.58","7.5","7.17","7.42","7.42",10,10,10,"7.58","0.16",3,0,"None",533,533,533
"82.25","Arabica","juan luis alvarado romero","Guatemala","finca medina","Bourbon","Washed / Wet","7.5","7.5","7.33","7.58","7.67","7.33",10,10,10,"7.33","0.11",0,0,"Green","1390.8024","1390.8024","1390.8024"
"82.25","Arabica","manuel herrera juarez","Mexico","los barreales 1112lbgr7230412","Bourbon","Washed / Wet","7.5","7.58","7.42","7.67","7.33","7.42",10,10,10,"7.33","0.13",0,0,"Green",1170,1170,1170
"82.25","Arabica","guillermo rojas saldana","Mexico","jamaica","Typica","Washed / Wet","7.67","7.58","7.33","7.5","7.42","7.42",10,10,10,"7.33","0.12",0,0,"Green",1250,1250,1250
"82.25","Arabica","adam kline","El Salvador","NA","Other","Washed / Wet","7.75","7.33","7.33","7.5","7.5","7.5",10,10,10,"7.33",0,2,0,"Green","NA","NA","NA"
"82.25","Arabica","sergio de la vequia bernardi","Mexico","chilcuatla","Typica","Washed / Wet","7.33","7.58","7.42","7.67","7.33","7.5",10,10,10,"7.42","0.11",0,0,"Green",1100,1100,1100
"82.25","Arabica","organizaciones de productores de cafe colimense","Mexico","comunidad de canoas","Typica","Washed / Wet","7.42","7.5","7.42","7.58","7.42","7.5",10,10,10,"7.42","0.1",0,0,"Green",900,900,900
"82.25","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.5","7.42","7.67","7.33","7.58","7.33",10,10,10,"7.42","0.12",0,0,"Green",1750,1750,1750
"82.25","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.67","7.33","7.33","7.33","7.5","7.5",10,10,10,"7.58","0.11",0,0,"Green",1600,1950,1775
"82.25","Arabica","nucoffee","Brazil","caxambu","Arusha","Natural / Dry","7.67","7.58","7.42",7,"7.5","7.58",10,10,10,"7.5","0.12",0,0,"Green","NA","NA","NA"
"82.25","Arabica","racafe & cia s.c.a","Colombia","NA","NA","NA","7.17","7.25","7.58","7.25","7.58","7.67",10,10,10,"7.75","0.22",0,0,"NA","NA","NA","NA"
"82.17","Arabica","ipanema coffees","Brazil","fazenda capoeirnha","Bourbon","Natural / Dry","7.42","7.42","7.5","7.42","7.42","7.5",10,10,10,"7.5","0.11",0,1,"Green",934,934,934
"82.17","Arabica","bismarck castro","Honduras","las cuchillas","Caturra","Washed / Wet","7.5","7.5","7.17","7.42","7.5","7.5",10,10,10,"7.58","0.11",0,1,"Bluish-Green",1500,1500,1500
"82.17","Arabica","bencafe, s. a.","Nicaragua","el brigadum - la coronela","NA","NA","7.5","7.5","7.33","7.42","7.5","7.42",10,10,10,"7.5","0.1",0,0,"Green",1000,1000,1000
"82.17","Arabica","langiro farm group","Tanzania, United Republic Of","langiro farm group","Bourbon","Washed / Wet","7.58","7.42","7.42","7.33","7.5","7.42",10,10,10,"7.5","0.13",1,0,"Green",1500,1800,1650
"82.17","Arabica","ibero coffee trading co (t) ltd","Tanzania, United Republic Of","NA","Other","Washed / Wet","7.42","7.42","7.42","7.5","7.5","7.33",10,10,10,"7.58","0.12",0,0,"Green",1600,1600,1600
"82.17","Arabica","ipanema coffees","Brazil","rio verde","Yellow Bourbon","Natural / Dry","6.92","7.58","7.42","7.33","7.83","7.5",10,10,10,"7.58",0,0,0,"Green",1,1,1
"82.17","Arabica","doi tung development project","Thailand","NA","NA","Washed / Wet","7.42","7.42","7.17","7.75","7.25","7.67",10,10,10,"7.5","0.12",0,0,"Bluish-Green",800,800,800
